employee_id,employee_name,current_role,skills,dateofbirth,dateofjoining,email,mobile_number,Address,yearofexperience
133,Mary Holt,junior data engineer,Data Warehousing,1989-05-30,2022-07-23,webstershannon@example.org,16644261336010,"645 Angie Forges, Smithside, ND 68258",2
332,Jessica Owens,junior data engineer,Data Warehousing,1966-11-10,2013-07-15,mchristian@example.org,1332581774040164,"29237 Murphy Way Apt. 498, Port Courtneyberg, VA 36131",11
189,Maurice Lopez Jr.,junior data scientist,SQL,2005-05-31,2004-10-29,lsmith@example.com,7684287120,"466 Tyler Meadow Apt. 236, Jamiemouth, NM 11717",19
443,Heather Mitchell,senior data scientist,TensorFlow,1991-08-12,2007-10-05,vholloway@example.org,49927828389948,"Unit 0238 Box 8640, DPO AA 16205",17
248,Aaron Calhoun,junior data analyst,Tableau,1967-01-17,2020-01-03,jennifer93@example.com,48257452652830,"750 Shannon Villages Suite 554, Whiteberg, MT 28272",4
370,Alex Li,junior data engineer,ETL,1991-12-08,2017-07-23,molly23@example.net,55357479729486,"5419 William Land, Cooperburgh, VA 91551",7
413,Veronica Petersen,junior data analyst,Tableau,1957-08-08,2017-05-11,hammondbrittany@example.org,4203190647,"37626 Ricky Club, Alexanderton, NV 26421",7
274,Donna Paul,junior data analyst,Tableau,1981-11-16,2007-04-09,dbrown@example.net,15567705122,"17432 Aaron Squares, Brandonmouth, MP 07203",17
431,Richard Wright,junior software engineer,CSS,2001-12-07,2015-04-08,davisbrian@example.com,3624968525,"USCGC Rosario, FPO AA 37076",9
40,Jeffrey Mendoza,junior data engineer,Data Warehousing,1971-09-20,2005-04-27,mproctor@example.net,4719532486,"6022 Katherine Meadow Apt. 050, Newtonberg, MN 52918",19
383,Shawn Erickson,senior data analyst,Predictive Analytics,2005-09-05,2020-05-18,fernandojohnson@example.org,949862992016638,"6110 Bell Mountain Suite 197, North Peterhaven, MP 79857",4
48,Michael Taylor,junior data scientist,Data Visualization,2005-02-05,2019-09-17,angel06@example.org,8218843319,"276 Gabriel Lodge, Adamsfurt, CO 49899",5
5,John Jackson,senior data analyst,Data Modeling,1970-11-17,2015-01-03,egarcia@example.com,6686839301749,"78595 Pratt Spur Suite 536, North Williamside, AR 22276",9
381,Ronald Powell,senior data scientist,TensorFlow,1968-11-28,2011-04-08,gevans@example.net,3812313779267,"86842 Antonio River, Michaelchester, CA 39062",13
54,Kathleen Gibbs,junior software engineer,HTML,1996-06-05,2009-02-10,losborne@example.net,15018980418,"5473 Lawrence Tunnel Suite 831, Newtonfort, FL 35717",15
182,Cindy Combs,junior data scientist,Data Visualization,1990-11-19,2014-07-14,paulsweeney@example.net,99273717058918,"77953 Brent Tunnel, Alanburgh, PR 56247",10
117,Susan Boyer,junior data scientist,SQL,1963-01-05,2013-03-08,walkerkathleen@example.net,30952459208190,"28252 Donovan Plains Suite 353, Lake Alan, WY 99745",11
256,David Duran,junior data engineer,Data Warehousing,1986-01-03,2019-09-11,vaughnmiranda@example.com,880385684670365,"017 Derrick Gardens, Campbellmouth, WA 02812",5
180,Tyler Mejia,senior software engineer,Microservices,1958-03-04,2012-05-20,wcoleman@example.com,3663289014,"00894 Fox Greens Suite 492, Lake Scottchester, IA 21378",12
86,Elizabeth Jones,junior software engineer,JavaScript,1967-09-06,2021-08-15,brandi11@example.org,5137575283788,"Unit 1031 Box 2641, DPO AE 93305",3
469,Sylvia Moody,senior data scientist,TensorFlow,1954-10-27,2008-11-13,debbiecarpenter@example.org,39736202658143,"2631 Garcia Stream, Craigmouth, ND 55155",15
184,Christopher Weber,junior data scientist,Data Visualization,2003-04-12,2005-06-04,dana47@example.com,575783882711774,"83984 Anderson Street, New Kathyside, NH 94343",19
432,Brandon Ward,senior data engineer,Hadoop,1957-07-14,2015-10-02,vcross@example.com,54377190821720,"969 Arias Meadow Apt. 153, Acostaside, WI 32323",9
218,Terry Gilbert MD,senior data scientist,Machine Learning,1966-03-30,2006-09-08,bauerjoseph@example.com,4055171339,"683 Rasmussen Mountain, Port Jasonmouth, UT 67544",18
270,Luke Pratt,junior data analyst,Excel,1988-02-13,2010-08-19,cathy00@example.org,7065304935,"PSC 4626, Box 7884, APO AA 47957",14
172,Brian Collins,senior software engineer,Microservices,1969-12-12,2007-05-24,melissa04@example.org,148334785263835,"13795 Alexander Walks Suite 140, Littlehaven, MN 72742",17
7,Elizabeth Dunn,senior software engineer,Microservices,1976-10-21,2020-06-18,xrussell@example.org,5964189270,"7994 Joyce Extension Apt. 278, East Robert, TN 34617",4
478,Brian Ali,senior data scientist,Natural Language Processing,1973-12-15,2007-04-11,maryfischer@example.org,6374272841,"69221 Wade Trafficway, Port Jenny, ID 79414",17
21,Ashley Curry,senior software engineer,DevOps,1967-02-13,2016-04-02,jill01@example.net,244705586570311,"3998 Chelsey Mills Apt. 616, West Taylor, TN 43466",8
165,William Padilla,senior data analyst,Data Modeling,1987-04-16,2007-03-26,cruzmichael@example.com,5257041815,"8435 Yolanda Route, Port Joshuaborough, GA 28024",17
234,Shannon Baldwin,junior software engineer,CSS,1955-07-22,2007-12-15,gregorychapman@example.net,218258170846151,"467 Steven Grove Apt. 417, South Angela, CO 73708",16
151,Susan Sanders,senior data scientist,TensorFlow,1955-06-23,2005-03-27,csmith@example.com,347454265059179,"074 Sandoval Haven Apt. 324, Codybury, MN 14975",19
489,John Woods,junior data scientist,Python,1973-07-20,2021-04-10,icase@example.net,745798210310285,"677 Raymond Square, West Andrewchester, PA 96234",3
123,Stephen Austin,junior data analyst,Tableau,1981-08-05,2007-09-02,chris11@example.net,41483676653115,"8940 David Street, North Cynthiafurt, TX 11096",17
246,Steven Bruce,senior data analyst,Predictive Analytics,1986-02-21,2008-02-20,kyle53@example.org,499666171581737,"62204 Benjamin Villages, West Jacobview, MO 45378",16
95,Erin Whitney,junior data analyst,Tableau,1989-12-09,2021-05-10,tanyafoley@example.com,561850578447364,"199 Jensen Light Suite 717, Harrisstad, PR 67514",3
409,Ryan Larson,junior data analyst,SQL,1974-01-08,2008-07-18,alexanderaustin@example.net,6326893968,"82292 Peter Courts, West Jillian, OR 13492",16
250,Katelyn Larson,senior data scientist,Machine Learning,1982-05-18,2015-11-14,lisaparsons@example.net,529224777741931,"USNS Anthony, FPO AP 26814",8
321,Anthony Reyes,junior software engineer,CSS,2000-09-23,2018-09-17,markstrong@example.org,1798558415712506,"69358 Lee Valley, Foleyland, AK 77389",6
315,Robert Peterson DVM,junior data scientist,Python,1991-12-06,2014-03-15,charlenechen@example.net,7187826912451,"670 Louis Crest Apt. 133, Port Jill, NH 75922",10
468,Tyler Lewis,senior data analyst,Predictive Analytics,1967-11-12,2013-03-07,jamesgarcia@example.org,141125914811916,"8695 Alexandra Shoals, Smithberg, NE 33288",11
431,Ronald Graham,senior data scientist,TensorFlow,2000-04-27,2022-04-14,hendersonjeffrey@example.com,192530713263867,"23512 Kevin Circle Suite 697, Port Tina, NJ 84064",2
264,Michelle Johnson,senior data scientist,Natural Language Processing,1960-10-26,2005-06-21,jessica97@example.com,2718457802,"0025 Donald Shoal, Port Rebeccaborough, WI 90285",19
342,Kyle Allen,junior software engineer,CSS,1996-03-24,2021-09-23,natasha95@example.net,500413671437277,"9733 Hampton Junctions, Williamton, DC 41608",3
410,Kimberly Murphy,junior data analyst,SQL,2005-12-21,2017-07-16,sotoleslie@example.net,6354033180,"02678 Harris Wells Apt. 541, Port Theresahaven, PR 06411",7
259,Mrs. Nicole Morgan DDS,junior data engineer,Python,1979-05-19,2014-09-12,joshuasandoval@example.net,509330437979786,"112 Horne Ferry, Bryanshire, MA 18483",10
341,Kelly Castro,senior data scientist,TensorFlow,1998-01-16,2009-07-26,opatterson@example.com,2588536938756,"5025 Baldwin Neck, Port Jamestown, SD 88932",15
100,Courtney Kelly,senior data analyst,Data Modeling,1954-11-01,2017-08-11,moodyjacob@example.com,13583309512,"7345 Blackburn Islands Suite 781, Christopherville, AZ 39565",7
43,Emily Hahn,junior data engineer,ETL,1973-11-05,2021-03-27,bhill@example.com,6798734384,"0785 Green Burg, Wadeside, DE 55188",3
444,Maria Wagner,junior data scientist,Data Visualization,1998-04-26,2024-01-22,zlarson@example.com,624338525721917,"249 Joshua Mountains Suite 128, Parkerside, OK 27924",0
38,Richard Smith,junior data scientist,SQL,1984-07-13,2023-10-19,morrowangel@example.org,7675027614,"423 Stewart Lock Apt. 487, Port Donnashire, DC 68068",0
371,Michael Orozco,senior software engineer,Microservices,1963-11-16,2021-08-20,candrade@example.com,177674825949474,"492 Nicholas Shoal, Tanyaborough, VA 91267",3
361,Mary Moss,senior data analyst,Data Modeling,2006-03-28,2011-07-07,tracyclark@example.net,5214835488103,"907 Vincent Union Apt. 433, Penabury, CT 08747",13
202,Cindy Strickland,junior data engineer,Python,1954-11-13,2011-04-20,hermanbrian@example.org,1959905200206463,"417 Dean Squares Suite 311, North Josehaven, DE 57255",13
314,Dawn Cooley,senior data engineer,Data Lakes,1997-08-19,2010-01-13,xharris@example.org,587491802035980,"29101 William Streets, East Erin, MI 90285",14
49,Emily Phillips,senior data engineer,Data Lakes,1995-06-15,2020-04-12,jonathancampbell@example.net,4638780229,"3530 Patricia Islands Suite 939, Shawnbury, ND 96592",4
77,Cynthia Washington,senior software engineer,DevOps,1995-07-03,2012-11-07,chaserichardson@example.com,77760593906316,"80037 Mary Springs Suite 433, South Lisa, SD 22212",11
4,Paul Richardson,senior data engineer,Hadoop,1998-09-07,2020-07-18,michelleturner@example.com,1322730774123718,"185 Vargas Landing Suite 749, Smithmouth, PW 09975",4
326,Mark Wagner,senior data engineer,Spark,1994-09-07,2015-01-31,johnsonpaul@example.com,276284622818706,"Unit 6162 Box 5796, DPO AA 14054",9
311,Rachel Montoya,junior data scientist,Data Visualization,1997-03-29,2009-08-03,coxkevin@example.org,3485993477,"54353 Lyons Trail Suite 046, Munozborough, CO 51076",15
104,Steven Malone,senior software engineer,Microservices,1963-05-02,2024-06-10,michaeljenkins@example.com,9333490027,"05879 Mary Cove, South Alex, MA 21161",0
99,Amy Martin,junior data scientist,SQL,1978-09-06,2010-08-14,brian77@example.com,8679406878,"1032 Matthews Springs, North Chadmouth, VI 46694",14
32,Tanya White,senior data analyst,Data Modeling,1997-10-20,2017-07-30,lisarogers@example.net,5406588206,"69405 Zachary Land, East Nicholas, AR 02176",7
147,Charles Mullins,senior software engineer,Microservices,1996-08-21,2016-05-25,ngonzales@example.org,7199069991,"5288 Caldwell Road, East Laurie, WY 45411",8
167,Danielle Velez,senior software engineer,DevOps,1977-04-13,2023-03-04,steven58@example.net,16065311024,"71503 Richard Islands Suite 040, New Tony, PW 04091",1
37,Joshua Gay,junior data engineer,Data Warehousing,1986-10-19,2014-10-07,jacob33@example.net,125991897849239,"11846 Brown Highway Apt. 120, Dianafort, LA 65816",10
288,Steven Howard,junior data analyst,SQL,2002-03-21,2011-11-30,mary96@example.net,7977168981048,"8302 William View Apt. 709, New Leslieport, IL 96712",12
72,Shawn Craig,senior data analyst,Predictive Analytics,1982-09-01,2018-03-09,joyce88@example.org,1218507453266484,"1744 Green Loop, Bartonberg, ND 10389",6
98,Lawrence Hobbs,senior software engineer,Cloud Computing,1956-08-20,2008-03-27,rbrown@example.net,266640324846964,"9194 Smith Square, North Rebecca, NM 41816",16
393,Ryan Johnson,junior data analyst,Excel,1997-10-07,2014-11-02,xdixon@example.org,760522683255719,"USCGC Lewis, FPO AE 41371",9
343,Lisa Beck,senior data engineer,Data Lakes,1992-04-29,2013-08-11,phillip79@example.net,47841721340745,"01177 Carol Crescent, Markborough, MH 66403",11
255,Molly Vang,senior software engineer,DevOps,1958-08-04,2010-03-30,frederickchristopher@example.org,5034709533,"16492 Tyler Land Apt. 536, Jessicaview, WA 72812",14
495,Timothy Roman,senior data engineer,Spark,1996-07-26,2011-11-05,anngeorge@example.net,13402172114821,"515 Aimee Centers Suite 626, Williamsonport, OK 40281",12
415,Corey Smith,senior data scientist,Natural Language Processing,1958-09-14,2014-03-28,jeffrey33@example.org,7746248091,"6972 Wright Field Suite 431, West Aaron, MD 79006",10
125,Matthew Bernard,junior software engineer,HTML,2004-03-26,2016-04-11,rwalker@example.com,3255353582,"1775 Cruz Turnpike Suite 848, Chambersview, ID 51974",8
241,Elizabeth Thomas,senior data scientist,Machine Learning,2000-12-23,2016-11-23,whiteerin@example.net,9917402263,"578 Erin Path, Bowmanstad, IL 07212",7
373,Tina Collins,senior data engineer,Data Lakes,1999-02-08,2021-05-13,porterchristopher@example.org,166923266266383,"Unit 7391 Box 9914, DPO AP 35918",3
281,Brenda Lopez,junior data analyst,SQL,1955-07-24,2009-09-05,thomasshelia@example.net,9468455405,"3728 Alexandra Landing, South Latoya, NE 44768",15
165,Austin Stone,senior data engineer,Spark,1963-09-24,2017-04-02,terri69@example.org,7356693337620,"335 Anderson Pine Apt. 470, Jenniferton, DE 15237",7
248,Brett Patton,junior data analyst,Excel,1957-04-17,2022-03-05,posborne@example.com,2542442897,"183 Stephanie Stravenue, South Alexanderfort, VT 05361",2
149,Stephen Montes,senior data scientist,Machine Learning,1999-12-02,2023-07-15,shawnaterry@example.com,48045163711195,"8786 Jennifer Plaza Suite 835, Port Robert, DC 56549",1
152,Tracey Wang,senior data analyst,Predictive Analytics,1965-11-13,2016-09-21,lsilva@example.org,1793297015761953,"89476 Jones Rue Apt. 955, Ericville, MP 70821",8
210,Joshua Flores,senior software engineer,Microservices,1973-04-13,2011-05-05,qchen@example.com,3519317001,"40022 Dawn Place Apt. 209, East Brianaside, TN 38333",13
400,Kristen Holmes,junior data engineer,Python,1973-12-25,2012-07-27,paulray@example.net,2222370712,"3962 Bobby Mountain, Christinefort, WV 07587",12
34,Timothy Ray,junior data scientist,Data Visualization,1984-12-20,2011-05-02,robertsbrian@example.net,1998289022232601,"32967 Herrera Rapid, New Krystal, UT 23419",13
440,Haley Chen,junior data engineer,Data Warehousing,1990-10-09,2013-10-06,shortangela@example.org,6809631406420,"7961 Patrick Orchard, Ethanstad, NM 13960",11
154,John Beck,senior software engineer,DevOps,1981-06-07,2020-07-28,bondsusan@example.org,1504924873747443,"28917 Thomas Radial, West Amberchester, RI 40042",4
336,Anthony Williams,junior software engineer,JavaScript,1963-08-15,2009-03-23,gbaldwin@example.com,3739200800,"91846 Michael Parks, Aliciachester, FM 07171",15
86,Michael Harris,senior data engineer,Data Lakes,1965-10-03,2007-03-27,garrisonjoshua@example.net,19255809183106,"27675 Rodriguez Underpass Apt. 455, Port Logan, PW 40494",17
70,Kimberly Cross,senior data scientist,TensorFlow,1971-05-03,2014-03-11,keaton@example.net,69767307514696,"Unit 4419 Box 3311, DPO AP 82077",10
255,Ebony Cox MD,junior data analyst,Excel,1997-05-09,2005-11-02,kevin55@example.net,8573194818,"490 Wells Pine Suite 130, Kennethland, HI 59675",18
379,Terry Richards,junior software engineer,HTML,1985-07-21,2016-05-07,johnramirez@example.com,2169268599,"389 Kaitlyn Haven Apt. 294, West Andrewhaven, GU 81284",8
132,Heather Aguilar,senior data scientist,Natural Language Processing,1986-01-15,2011-08-30,qgillespie@example.com,89089888228427,"90754 Brian Shores, North Joshuaborough, VT 20838",13
217,Laura Gonzalez,senior data scientist,TensorFlow,1993-08-08,2010-09-27,adamskatherine@example.com,137252538507222,"362 Elizabeth Pines Apt. 598, East Jamie, WV 39711",14
212,Kristy Richards,junior data scientist,Python,1978-06-18,2009-01-05,katie35@example.org,5122390885144,"3834 Miller Passage Suite 440, North Kyle, GA 62562",15
455,Connie White MD,junior data analyst,Tableau,1981-11-28,2006-12-14,vasquezamanda@example.com,17483610370,"17664 Yates Meadows Apt. 803, Kathrynside, DE 33543",17
123,Eric Jackson,senior data scientist,Machine Learning,2002-11-10,2024-06-02,gina89@example.org,7715718065,"008 Anderson Greens Apt. 810, South Catherine, AL 75697",0
115,Seth Lee,senior data analyst,Data Modeling,1989-03-10,2008-08-09,thompsonheather@example.net,16105299751585,"93645 Theodore Knolls Suite 725, Williamsonborough, RI 70810",16
420,Kevin Hicks,senior data engineer,Hadoop,1978-06-25,2019-10-25,douglas14@example.net,16764503431,"17490 Johnathan Dam Suite 902, Markfort, GU 35487",4
157,Jeremy Rangel,senior data engineer,Hadoop,1984-05-15,2023-08-15,rebeccarodriguez@example.com,2478111919,"74184 Andrew Place, Scottshire, IN 34126",1
376,Ms. Tara Walters,senior data engineer,Hadoop,1961-02-22,2018-06-08,jordanrivera@example.net,2079029469498,"17254 Hopkins Greens Suite 424, Paulborough, ID 11988",6
388,Brandon Guerrero,senior data engineer,Spark,1991-05-07,2007-02-11,michaelwalker@example.org,1932460720574206,"264 Copeland Via, Richardsonshire, VA 22321",17
413,Diane Simpson,junior data analyst,Excel,2003-04-30,2014-12-21,baileymurphy@example.net,6156972175,"86845 Jackson Hills Apt. 487, South Debra, AR 19665",9
366,Carly Garcia,senior data scientist,Machine Learning,1979-10-14,2007-03-08,stacydouglas@example.com,4987846666432,"28799 Jennifer Drive, Port Michael, MS 12187",17
96,Judy Wheeler,junior data analyst,Excel,1956-06-11,2013-08-10,zachary79@example.com,6075419611915,"79695 Michael Plains, South Angelaberg, MS 90144",11
126,Douglas Brown,junior data analyst,SQL,2003-03-20,2023-08-01,rowethomas@example.net,13663534333170,"1477 Smith Crossing Suite 947, Heathermouth, PR 82780",1
263,Brandi Drake,junior data analyst,Tableau,1968-08-14,2013-06-21,georgelee@example.com,17906201995828,"475 Lee Curve, East Daniel, AR 33980",11
162,Jessica Saunders,senior data scientist,Machine Learning,1963-09-23,2016-05-23,carmen03@example.com,557426589364855,"999 Daniel Road Apt. 522, Caldwellfurt, AZ 06024",8
103,Jonathan Willis,senior data analyst,Predictive Analytics,1957-06-29,2006-06-28,smithjohn@example.net,6438202675,"0361 Clinton Falls, East Cheryl, IN 64764",18
15,Ashley Martinez,senior data analyst,Statistics,1987-06-20,2017-04-26,tylercharles@example.org,5278142158644,"4662 Quinn Hollow Apt. 898, Brownton, PR 68384",7
436,Wanda Campbell,senior data analyst,Predictive Analytics,1980-04-07,2014-11-07,ryan16@example.com,12054150290,"9272 David Courts, West Keith, ME 53326",9
467,Lauren Williams,junior data analyst,Excel,1995-09-01,2005-04-25,garciajonathan@example.net,1460330722535172,"25003 Larson Terrace, Whiteshire, ME 56722",19
107,Michael Barnes,senior software engineer,DevOps,1966-10-08,2005-06-01,michelle03@example.net,55729850119778,"5614 Charles Pass Suite 433, South Mary, HI 50848",19
61,Kathryn Cummings,senior data scientist,Natural Language Processing,2003-11-30,2009-11-03,victoriagonzales@example.com,4466421873,"USS Moore, FPO AE 72173",14
335,Christina Henderson,senior software engineer,Cloud Computing,1982-08-18,2018-05-16,woodardlaura@example.com,3308770632758,"08673 Cherry Road, Rileyhaven, KS 03230",6
492,Mrs. Alexandra Wall MD,senior data scientist,Natural Language Processing,2000-02-28,2020-03-23,christophersnyder@example.org,80180035871830,"63837 Laura Springs, Ruizville, SD 84150",4
281,Rachel Potts,junior software engineer,HTML,1985-11-06,2010-10-11,moorealan@example.com,5658596246295,"278 Tara Lights, Port Cynthia, CO 07309",14
320,Melanie Arellano,junior software engineer,HTML,1985-04-19,2014-01-17,taylorking@example.org,197456295868965,"585 Michael Dam, Spencerland, IN 35593",10
35,Dawn Alvarado,junior data analyst,Excel,1964-11-11,2011-08-07,jamie25@example.net,19583663659,"9008 Christie Isle, Lake Seanside, NM 07015",13
396,Shawn Griffith,junior data analyst,Tableau,1961-08-08,2023-12-19,bmorales@example.net,9063057865852,"PSC 0772, Box 0437, APO AP 15591",0
23,Tracy Fisher,junior software engineer,CSS,2001-08-13,2006-05-13,saundersashley@example.org,8883003821,"782 Roberts Village Suite 626, Davisport, MN 94812",18
73,Carol Gonzales,junior data analyst,Tableau,1962-09-13,2012-02-29,hancockcynthia@example.com,15077386238,"68680 Andrew Burgs Apt. 639, Markchester, ND 07346",12
311,Tracy Mcintosh,junior data analyst,SQL,1989-08-27,2023-09-10,williamscarlos@example.org,7943058145908,"7107 Brown Summit, Gallagherstad, SC 56927",1
268,Sheila Gibson,junior software engineer,JavaScript,1980-07-03,2024-08-08,kristin55@example.org,5414275062211,"491 Rojas Ways, Sergioton, NJ 63996",0
301,Holly Adams,senior software engineer,Microservices,1959-10-13,2010-04-16,sarah44@example.org,14789408876688,"737 David Trail, East Whitney, PR 17197",14
78,Kayla Diaz,junior software engineer,CSS,1987-04-22,2004-11-12,carlagreen@example.net,4042779469530,"574 Jill Port Suite 108, New Thomasport, IN 79393",19
471,Matthew Jones,junior data scientist,Python,1972-06-21,2010-06-27,scotttimothy@example.org,16393563038,"USNS Washington, FPO AA 85042",14
144,Christopher Mckee,junior software engineer,HTML,2000-07-27,2008-05-03,david73@example.com,163957386758248,"7238 Molly Brooks, East Jesseburgh, ND 71787",16
386,Melissa Taylor,senior data analyst,Predictive Analytics,1982-12-25,2017-07-09,gilbert18@example.org,4626925987012,"961 Rose Heights, Parkport, PR 09481",7
125,Nathan Warren,senior data engineer,Data Lakes,1992-05-15,2006-10-22,jessica34@example.org,18102104400,"76534 Houston Shore Apt. 032, Maryview, WI 56816",17
410,Stefanie Hopkins,senior data analyst,Data Modeling,1986-09-30,2008-11-28,garzakristy@example.com,14375296244252,"PSC 2694, Box 8650, APO AA 91782",15
452,Connor Austin,junior data analyst,SQL,1986-11-05,2009-02-18,chernandez@example.org,4952994076,"94104 Glenn Gardens, Barbaramouth, NV 12299",15
320,Amanda Chen,senior data engineer,Hadoop,2004-01-19,2022-04-05,jenniferpatterson@example.net,4007101970,"559 Marie Fork Apt. 113, South Christinaberg, IN 64393",2
38,Richard Young,junior data engineer,ETL,1955-09-30,2020-08-17,nicholas42@example.org,1426327647158531,"Unit 3681 Box 4081, DPO AA 60356",4
495,Samantha Bright,senior data analyst,Predictive Analytics,1965-11-12,2015-07-11,sheenamcconnell@example.com,15886886040011,"40399 Baker Stream, Andreaview, NC 15978",9
131,Desiree Perkins,junior data scientist,SQL,2005-05-10,2016-07-07,pcole@example.net,9467411825,"62281 Glenn Pike, New Donald, KY 64802",8
265,Ricky Curry,junior data scientist,SQL,1971-07-16,2018-09-03,elizabethvazquez@example.org,6779075975,"9260 Valerie Centers Apt. 290, Laurenstad, CT 21235",6
277,Dr. Devin Miller PhD,junior software engineer,CSS,1987-09-07,2015-07-14,mccormickkaren@example.net,19758775583,"25071 Hale Route Apt. 055, South Danielhaven, CO 35636",9
407,Stephen Murray,senior data engineer,Data Lakes,2004-03-29,2005-05-22,josephle@example.com,18637458509836,"7659 Chloe Cliffs Suite 866, Thomaston, PR 13069",19
421,Rebekah Todd,junior software engineer,CSS,1953-12-20,2016-12-15,kbeltran@example.net,6797985714,"46063 Hill Inlet, North Meghan, NV 56843",7
94,Ariel Howell DDS,junior data analyst,SQL,1997-09-30,2024-04-17,danielle90@example.org,18117049625,"716 Anna Corners, East Brittneyshire, FM 97274",0
368,Marcus Harris,senior data scientist,TensorFlow,2005-07-27,2013-10-29,kyle94@example.org,16312051519813,"Unit 0407 Box 2513, DPO AA 01548",10
285,Ann Flores,junior data scientist,Python,1995-09-30,2006-02-25,jessicalove@example.net,422482924638627,"PSC 4724, Box 1937, APO AA 89114",18
429,Robert Orr,junior data engineer,ETL,1975-10-04,2012-09-10,kathyjohnson@example.org,1693457319770613,"9253 Nancy Crossing Apt. 014, New Catherine, NV 14695",12
374,Alexander Jones,senior data scientist,Natural Language Processing,1976-11-01,2005-08-03,nicholsricardo@example.org,3762645870712,"3512 Oneal Meadows, Cruzfort, NM 49855",19
178,Thomas Coleman,junior data scientist,Python,1959-07-29,2018-05-31,flam@example.org,7925040356,"3807 Salinas Mill Apt. 970, North Stephanie, LA 33757",6
363,Kimberly Brown,senior data engineer,Spark,1963-07-04,2020-01-01,robert16@example.com,16323060641,"078 Steven Mission Suite 879, Lake Amber, KY 53216",4
391,Kristi Martinez,senior data engineer,Data Lakes,1980-11-01,2012-07-14,christina56@example.net,185170505884984,"863 Arnold Highway Suite 051, Tylershire, UT 00894",12
27,Bradley Meyers,senior data scientist,TensorFlow,1993-07-12,2013-01-10,charles96@example.com,421323003017163,"11833 Hughes Branch, Karlhaven, NC 77832",11
94,Virginia Smith,junior data engineer,ETL,1995-09-08,2007-12-15,kenneth74@example.net,3667111219,"08823 Sarah Square Apt. 413, Rodriguezland, NH 60858",16
411,Melanie Holder,senior data engineer,Hadoop,1976-05-09,2019-11-10,emilycrawford@example.org,872352706978436,"195 Donald Rapid, Jacobsberg, MP 46142",4
249,Ryan Marshall,senior software engineer,DevOps,1977-07-21,2017-10-19,browndavid@example.org,3847862032057,"PSC 0251, Box 9756, APO AA 19442",6
85,Cody Baker,junior data engineer,ETL,1974-07-12,2004-11-17,caitlinperry@example.org,96225801730266,"391 Duncan Gateway, East Natalie, WV 96438",19
47,Haley Curtis,senior data scientist,Natural Language Processing,1970-07-06,2012-02-19,april83@example.org,1381765874989730,"075 Allen Divide, New Meaganchester, MI 80616",12
240,Rebecca Perez,junior data analyst,Excel,1961-08-26,2005-01-04,sarahpatel@example.com,17743092358,"5990 Steven Greens Apt. 504, Powersshire, KS 01520",19
